kalman_q_price,kalman_q_vel,kalman_r,entry_threshold,exit_threshold,stop_loss_pct,start_time,end_time,duration,total_bars,trade_count,initial_market_value,end_market_value,total_pnl,unrealized_pnl,total_return_pct,annualized_return,volatility,total_profit,total_loss,total_commission,max_drawdown,max_drawdown_pct,win_rate,loss_rate,winning_trades,losing_trades,avg_pnl,avg_return_pct,avg_trade_bars,avg_profit,avg_profit_pct,avg_winning_trade_bars,avg_loss,avg_loss_pct,avg_losing_trade_bars,largest_win,largest_win_pct,largest_win_bars,largest_loss,largest_loss_pct,largest_loss_bars,max_wins,max_losses,sharpe_ratio,sortino_ratio,profit_factor,ulcer_index,upi,equity_r2,std_error,calmar_ratio,exposure_time_pct,var_95,var_99,cvar_95,cvar_99,sqn,kelly_criterion,max_leverage,min_margin_level,_duration,error,total_return
0.0001,1e-05,0.01,0.01,0.005,0.08,2026-01-05 00:00:00+08:00,2026-07-15 00:00:00+08:00,191 days,127.0,5.0,100000.0,105190.2934,-4916.0,10846.0,5.1902934,0.10152760048975984,0.1686876911269191,3231.0,-8147.0,739.7066,10452.8875,9.97182588774897,20.0,80.0,1.0,4.0,-983.2,-1.1155107338670514,4.4,3231.0,3.617857502771339,4.0,-2036.75,-2.298852793026649,4.5,3231.0,3.617857502771339,4.0,-2792.0,-3.338435048785154,2.0,1.0,4.0,0.6018672720665279,1.1189213807147882,0.396587700994231,0.05495595774964132,1.8474357403119315,0.25238696035379105,2367.882670409685,1.0181445367441988,24.6031746031746,-0.01502515527236338,-0.023504579503444298,-0.019676666813188543,-0.02783878790405951,-1.0234623280645125,-0.3043020736614051,0.9595562169997712,1.0421484247443924,0.6974384784698486,,
0.0001,0.0001,0.1,0.01,0.005,0.03,2026-01-05 00:00:00+08:00,2026-07-15 00:00:00+08:00,191 days,127.0,5.0,100000.0,105190.2934,-4916.0,10846.0,5.1902934,0.10152760048975984,0.1686876911269191,3231.0,-8147.0,739.7066,10452.8875,9.97182588774897,20.0,80.0,1.0,4.0,-983.2,-1.1155107338670514,4.4,3231.0,3.617857502771339,4.0,-2036.75,-2.298852793026649,4.5,3231.0,3.617857502771339,4.0,-2792.0,-3.338435048785154,2.0,1.0,4.0,0.6018672720665279,1.1189213807147882,0.396587700994231,0.05495595774964132,1.8474357403119315,0.25238696035379105,2367.882670409685,1.0181445367441988,24.6031746031746,-0.01502515527236338,-0.023504579503444298,-0.019676666813188543,-0.02783878790405951,-1.0234623280645125,-0.3043020736614051,0.9595562169997712,1.0421484247443924,0.7386507987976074,,
0.0001,0.0001,0.1,0.01,0.005,0.05,2026-01-05 00:00:00+08:00,2026-07-15 00:00:00+08:00,191 days,127.0,5.0,100000.0,105190.2934,-4916.0,10846.0,5.1902934,0.10152760048975984,0.1686876911269191,3231.0,-8147.0,739.7066,10452.8875,9.97182588774897,20.0,80.0,1.0,4.0,-983.2,-1.1155107338670514,4.4,3231.0,3.617857502771339,4.0,-2036.75,-2.298852793026649,4.5,3231.0,3.617857502771339,4.0,-2792.0,-3.338435048785154,2.0,1.0,4.0,0.6018672720665279,1.1189213807147882,0.396587700994231,0.05495595774964132,1.8474357403119315,0.25238696035379105,2367.882670409685,1.0181445367441988,24.6031746031746,-0.01502515527236338,-0.023504579503444298,-0.019676666813188543,-0.02783878790405951,-1.0234623280645125,-0.3043020736614051,0.9595562169997712,1.0421484247443924,0.894913911819458,,
0.0001,0.0001,0.1,0.01,0.005,0.08,2026-01-05 00:00:00+08:00,2026-07-15 00:00:00+08:00,191 days,127.0,5.0,100000.0,105190.2934,-4916.0,10846.0,5.1902934,0.10152760048975984,0.1686876911269191,3231.0,-8147.0,739.7066,10452.8875,9.97182588774897,20.0,80.0,1.0,4.0,-983.2,-1.1155107338670514,4.4,3231.0,3.617857502771339,4.0,-2036.75,-2.298852793026649,4.5,3231.0,3.617857502771339,4.0,-2792.0,-3.338435048785154,2.0,1.0,4.0,0.6018672720665279,1.1189213807147882,0.396587700994231,0.05495595774964132,1.8474357403119315,0.25238696035379105,2367.882670409685,1.0181445367441988,24.6031746031746,-0.01502515527236338,-0.023504579503444298,-0.019676666813188543,-0.02783878790405951,-1.0234623280645125,-0.3043020736614051,0.9595562169997712,1.0421484247443924,0.8511135578155518,,
0.001,0.0001,0.1,0.01,0.005,0.03,2026-01-05 00:00:00+08:00,2026-07-15 00:00:00+08:00,191 days,127.0,5.0,100000.0,105190.2934,-4916.0,10846.0,5.1902934,0.10152760048975984,0.1686876911269191,3231.0,-8147.0,739.7066,10452.8875,9.97182588774897,20.0,80.0,1.0,4.0,-983.2,-1.1155107338670514,4.4,3231.0,3.617857502771339,4.0,-2036.75,-2.298852793026649,4.5,3231.0,3.617857502771339,4.0,-2792.0,-3.338435048785154,2.0,1.0,4.0,0.6018672720665279,1.1189213807147882,0.396587700994231,0.05495595774964132,1.8474357403119315,0.25238696035379105,2367.882670409685,1.0181445367441988,24.6031746031746,-0.01502515527236338,-0.023504579503444298,-0.019676666813188543,-0.02783878790405951,-1.0234623280645125,-0.3043020736614051,0.9595562169997712,1.0421484247443924,0.6230933666229248,,
0.001,0.0001,0.1,0.01,0.005,0.05,2026-01-05 00:00:00+08:00,2026-07-15 00:00:00+08:00,191 days,127.0,5.0,100000.0,105190.2934,-4916.0,10846.0,5.1902934,0.10152760048975984,0.1686876911269191,3231.0,-8147.0,739.7066,10452.8875,9.97182588774897,20.0,80.0,1.0,4.0,-983.2,-1.1155107338670514,4.4,3231.0,3.617857502771339,4.0,-2036.75,-2.298852793026649,4.5,3231.0,3.617857502771339,4.0,-2792.0,-3.338435048785154,2.0,1.0,4.0,0.6018672720665279,1.1189213807147882,0.396587700994231,0.05495595774964132,1.8474357403119315,0.25238696035379105,2367.882670409685,1.0181445367441988,24.6031746031746,-0.01502515527236338,-0.023504579503444298,-0.019676666813188543,-0.02783878790405951,-1.0234623280645125,-0.3043020736614051,0.9595562169997712,1.0421484247443924,0.8530325889587402,,
0.001,0.0001,0.1,0.01,0.005,0.08,2026-01-05 00:00:00+08:00,2026-07-15 00:00:00+08:00,191 days,127.0,5.0,100000.0,105190.2934,-4916.0,10846.0,5.1902934,0.10152760048975984,0.1686876911269191,3231.0,-8147.0,739.7066,10452.8875,9.97182588774897,20.0,80.0,1.0,4.0,-983.2,-1.1155107338670514,4.4,3231.0,3.617857502771339,4.0,-2036.75,-2.298852793026649,4.5,3231.0,3.617857502771339,4.0,-2792.0,-3.338435048785154,2.0,1.0,4.0,0.6018672720665279,1.1189213807147882,0.396587700994231,0.05495595774964132,1.8474357403119315,0.25238696035379105,2367.882670409685,1.0181445367441988,24.6031746031746,-0.01502515527236338,-0.023504579503444298,-0.019676666813188543,-0.02783878790405951,-1.0234623280645125,-0.3043020736614051,0.9595562169997712,1.0421484247443924,0.6075558662414551,,
1e-05,1e-05,0.001,0.02,0.005,0.03,2026-01-05 00:00:00+08:00,2026-07-15 00:00:00+08:00,191 days,127.0,6.0,100000.0,103883.7994,4750.0,0.0,3.8837994,0.07553068861394019,0.13755931227101353,10051.0,-5301.0,866.2006,8028.477,7.529321772600972,66.66666666666666,33.33333333333333,4.0,2.0,791.6666666666666,0.8898706573425557,4.0,2512.75,2.794414748210122,5.25,-2650.5,-2.919217524392577,1.5,5434.0,6.031746031746032,6.0,-3141.0,-3.338435048785154,2.0,2.0,1.0,0.5490772479665559,1.0862232738719222,1.896057347670251,0.0388390310394275,1.9447109413534314,0.01615731381821295,2042.5480824645176,1.0031539479265532,19.047619047619047,-0.012098285846131315,-0.019540481461943777,-0.01588802220928818,-0.021023492208980955,0.6572821202035084,0.3150598613736607,0.9198118906659737,1.0871788135680303,0.6729469299316406,,
1e-05,1e-05,0.001,0.02,0.005,0.05,2026-01-05 00:00:00+08:00,2026-07-15 00:00:00+08:00,191 days,127.0,6.0,100000.0,103883.7994,4750.0,0.0,3.8837994,0.07553068861394019,0.13755931227101353,10051.0,-5301.0,866.2006,8028.477,7.529321772600972,66.66666666666666,33.33333333333333,4.0,2.0,791.6666666666666,0.8898706573425557,4.0,2512.75,2.794414748210122,5.25,-2650.5,-2.919217524392577,1.5,5434.0,6.031746031746032,6.0,-3141.0,-3.338435048785154,2.0,2.0,1.0,0.5490772479665559,1.0862232738719222,1.896057347670251,0.0388390310394275,1.9447109413534314,0.01615731381821295,2042.5480824645176,1.0031539479265532,19.047619047619047,-0.012098285846131315,-0.019540481461943777,-0.01588802220928818,-0.021023492208980955,0.6572821202035084,0.3150598613736607,0.9198118906659737,1.0871788135680303,0.6822705268859863,,
1e-05,1e-05,0.001,0.02,0.005,0.08,2026-01-05 00:00:00+08:00,2026-07-15 00:00:00+08:00,191 days,127.0,6.0,100000.0,103883.7994,4750.0,0.0,3.8837994,0.07553068861394019,0.13755931227101353,10051.0,-5301.0,866.2006,8028.477,7.529321772600972,66.66666666666666,33.33333333333333,4.0,2.0,791.6666666666666,0.8898706573425557,4.0,2512.75,2.794414748210122,5.25,-2650.5,-2.919217524392577,1.5,5434.0,6.031746031746032,6.0,-3141.0,-3.338435048785154,2.0,2.0,1.0,0.5490772479665559,1.0862232738719222,1.896057347670251,0.0388390310394275,1.9447109413534314,0.01615731381821295,2042.5480824645176,1.0031539479265532,19.047619047619047,-0.012098285846131315,-0.019540481461943777,-0.01588802220928818,-0.021023492208980955,0.6572821202035084,0.3150598613736607,0.9198118906659737,1.0871788135680303,0.6420061588287354,,
